Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
RPM,2026-02-03,Bullish,116.95,7.82,1.29,1.92,149.05
WPC,2026-01-15,Bullish,71.39,7.91,1.27,1.48,116.65
ELS,2026-01-20,Bullish,67.11,9.19,1.46,1.8,123.41
GLPI,2026-01-12,Bullish,46.71,4.98,2.72,2.23,81.89
FND,2026-01-13,Bullish,69.95,5.84,2.59,2.07,79.88
PFGC,2026-02-17,Bullish,98.64,4.58,3.56,2.45,68.95
CUBE,2026-01-21,Bullish,38.68,3.1,2.3,2.48,108.04
CG,2026-02-11,Bearish,54.9,-7.71,3.37,4.08,120.92
ALLY,2026-02-10,Bearish,42.099998,-1.78,4.23,3.12,73.76
TREX,2026-01-22,Bullish,41.89,4.89,2.13,2.19,102.91
DINO,2026-02-03,Bullish,51.57,2.64,2.59,3.1,119.63
BJ,2026-01-22,Bullish,98.97,6.46,1.59,1.61,100.69
UNM,2026-02-05,Bearish,73.26,-4.71,1.36,2.79,205.5
GNTX,2026-02-11,Bullish,24.54,2.39,2.98,1.62,54.41
SF,2026-02-18,Bearish,120.49,-3.48,1.22,1.41,115.34
ARMK,2026-01-14,Bullish,40.16,5.55,2.0,3.24,162.43
OHI,2026-02-05,Bullish,46.74,6.46,2.18,3.79,174.03
NNN,2026-01-16,Bullish,43.58,6.68,1.45,1.4,96.21
KBR,2026-02-11,Bearish,42.15,-2.01,1.27,1.93,152.09
ORI,2026-01-22,Bearish,41.7,-3.71,1.71,7.0,410.08
RRC,2026-02-13,Bullish,37.53,3.79,3.29,4.32,131.26
STAG,2026-02-05,Bullish,38.2,1.35,1.66,1.54,92.72
EQH,2026-01-13,Bearish,45.55,-4.88,2.14,1.72,80.43
FNF,2026-02-06,Bullish,56.060001,1.96,1.65,1.96,118.91
FNF,2026-02-06,Bullish,56.060001,1.96,1.65,1.96,118.91
WH,2026-02-11,Bullish,80.24,4.53,1.46,1.07,73.15
OGE,2026-02-11,Bullish,46.49,6.24,1.64,1.64,100.08
FAF,2026-01-29,Bullish,66.16,5.43,1.03,0.9,87.07
RMBS,2026-01-15,Bullish,104.34,8.69,1.49,2.56,172.17
HR,2026-02-18,Bullish,18.030001,4.31,4.53,3.68,81.23
ADC,2026-02-05,Bullish,76.69,5.72,1.35,1.53,113.62
PBF,2026-01-23,Bullish,33.21,7.36,3.77,2.8,74.21
VNT,2026-02-05,Bullish,40.95,7.59,1.11,1.25,112.59
MTG,2026-01-15,Bearish,26.78,-5.36,2.12,2.42,114.29
GME,2026-01-28,Bullish,23.87,7.83,8.54,8.51,99.68
CUZ,2026-01-28,Bearish,23.88,-8.08,1.55,1.94,125.64
RUN,2026-01-23,Bullish,20.14,9.22,6.9,8.0,115.99
IRT,2026-01-30,Bearish,16.54,-2.42,2.48,1.95,78.53
PK,2026-01-09,Bullish,11.43,5.71,3.35,4.39,131.09
SBRA,2026-02-10,Bullish,20.030001,6.06,2.76,2.98,108.16
DOC,2026-02-02,Bearish,17.12,-0.64,9.95,11.7,117.62
TGNA,2026-02-11,Bullish,20.95,7.77,1.76,2.26,128.46
CDP,2026-01-14,Bullish,31.51,8.78,1.09,0.71,64.89
MP,2026-02-13,Bearish,57.94,-5.53,9.43,4.56,48.35
MPW,2026-02-06,Bullish,5.37,4.08,5.92,4.74,79.98
HTZ,2026-01-27,Bearish,5.3,-3.02,5.34,4.75,89.02
HIG,2026-02-03,Bullish,141.25999,5.79,1.54,1.99,129.07
ZBH,2026-02-18,Bullish,98.25,7.27,2.43,2.44,100.25
EBAY,2026-02-13,Bearish,82.18,-6.79,5.04,6.15,122.05
EXR,2026-01-14,Bullish,145.17999,7.5,1.29,1.73,133.81
CMS,2026-02-09,Bullish,75.11,5.01,3.28,2.81,85.74
DTE,2026-01-28,Bullish,142.62,6.83,1.46,0.99,67.94
ILMN,2026-02-13,Bearish,120.089996,-8.84,2.43,1.9,78.47
ETR,2026-01-16,Bullish,102.39,9.3,2.27,2.13,94.01
BAX,2026-02-05,Bullish,21.87,9.17,9.06,13.91,153.6
HPE,2026-01-13,Bearish,21.55,-7.48,19.56,11.5,58.8
MKC,2026-02-12,Bullish,70.019997,5.47,5.06,3.87,76.51
PPL,2026-01-22,Bullish,36.81,3.54,5.31,6.21,116.92
FE,2026-01-16,Bullish,48.94,7.99,4.23,8.69,205.5
RJF,2026-02-17,Bearish,161.16,-2.24,1.58,1.41,89.27
CAG,2026-02-02,Bullish,18.79,6.99,13.35,11.39,85.27
NRG,2026-02-18,Bullish,171.059998,8.05,2.04,1.52,74.24
AEE,2026-01-21,Bullish,108.31,6.8,1.37,1.42,103.78
HRL,2026-01-20,Bullish,24.48,3.17,4.55,4.14,90.99
PNR,2026-02-03,Bearish,101.79,-2.99,2.15,7.58,352.64
NI,2026-01-16,Bullish,45.3,7.04,3.14,4.46,141.87
FFIV,2026-01-28,Bullish,277.69,4.21,1.17,2.87,244.82
PNW,2026-01-14,Bullish,97.55,9.5,1.18,1.88,159.82
KIM,2026-01-26,Bullish,22.66,9.84,4.38,4.17,95.16
Bullish_Tickers,,,,"RPM,WPC,ELS,GLPI,FND,PFGC,CUBE,TREX,DINO,BJ,GNTX,ARMK,OHI,NNN,RRC,STAG,FNF,FNF,WH,OGE,FAF,RMBS,HR,ADC,PBF,VNT,GME,RUN,PK,SBRA,TGNA,CDP,MPW,HIG,ZBH,EXR,CMS,DTE,ETR,BAX,MKC,PPL,FE,CAG,NRG,AEE,HRL,NI,FFIV,PNW,KIM",,,
Bearish_Tickers,,,,"CG,ALLY,UNM,SF,KBR,ORI,EQH,MTG,CUZ,IRT,DOC,MP,HTZ,EBAY,ILMN,HPE,RJF,PNR",,,
Delta_Bullish,,,,"WPC,ELS,DINO,HR,HIG,ZBH,EXR,CMS,DTE,ETR,BAX,MKC,PPL,FE,CAG,NRG,AEE,HRL,NI,FFIV,PNW,KIM",,,
Delta_Bearish,,,,"SF,CUZ,DOC,EBAY,ILMN,HPE,RJF,PNR",,,
