Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
XPO,2025-10-30,Bullish,140.83,8.77,1.4,2.88,205.81
WPC,2025-12-08,Bearish,65.15,-2.43,1.18,1.53,129.41
BURL,2025-12-01,Bearish,263.070007,-2.81,1.26,1.67,132.51
REXR,2025-12-08,Bearish,39.79,-3.28,1.89,2.68,141.89
OVV,2025-12-01,Bullish,41.85,6.96,4.02,3.86,96.19
IBKR,2025-11-24,Bearish,65.81,-0.89,4.28,4.42,103.26
ALLY,2025-12-01,Bullish,42.65,7.26,2.89,2.46,85.04
CLF,2025-11-28,Bullish,12.37,5.07,22.0,7.56,34.37
TXRH,2025-12-04,Bearish,165.050003,-2.86,1.05,0.69,65.0
WTRG,2025-12-04,Bearish,37.46,-4.66,2.05,3.45,168.09
UNM,2025-12-03,Bearish,72.82,-3.91,1.3,1.89,145.93
WBS,2025-12-02,Bullish,62.63,8.09,1.03,0.85,83.13
FHN,2025-12-01,Bullish,22.78,4.95,6.45,4.42,68.6
ARMK,2025-10-29,Bearish,36.92,-5.98,2.24,2.28,101.8
BWXT,2025-11-28,Bearish,178.75,-3.14,1.42,0.37,26.34
RGLD,2025-11-21,Bullish,198.33,7.54,1.05,1.21,115.0
BRX,2025-11-03,Bearish,24.67,-8.87,2.48,2.38,95.94
FLR,2025-11-18,Bearish,43.35,-3.97,3.68,2.48,67.39
OGE,2025-11-06,Bearish,42.88,-5.06,1.08,0.93,85.85
CROX,2025-12-05,Bullish,86.21,3.66,1.62,1.37,84.79
EXEL,2025-11-10,Bullish,42.17,7.26,3.25,2.63,80.9
PLNT,2025-11-17,Bullish,109.15,9.16,1.75,1.98,113.6
PB,2025-11-24,Bullish,70.77,6.83,1.11,0.97,88.16
H,2025-11-07,Bullish,153.070007,6.33,1.13,1.77,157.02
OPCH,2025-11-24,Bullish,30.59,8.51,2.82,2.32,82.15
MTG,2025-11-05,Bullish,27.75,1.18,1.84,1.94,105.1
TKO,2025-12-02,Bullish,203.82001,8.8,1.3,1.0,76.79
ST,2025-12-02,Bullish,33.76,8.68,1.3,1.32,101.63
HALO,2025-12-05,Bearish,62.88,-7.88,2.74,1.55,56.6
FNB,2025-11-24,Bullish,17.01,7.63,6.41,4.55,70.96
SLM,2025-12-02,Bullish,30.85,9.72,2.21,2.14,96.6
TEX,2025-11-05,Bearish,49.32,-4.51,1.36,1.37,100.72
GT,2025-12-01,Bullish,8.54,8.0,8.49,6.54,77.0
