Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,101.91,6.92,3.39,2.54,75.05
WPC,2025-12-08,Bearish,64.42,-3.52,1.18,1.53,129.41
REXR,2025-12-08,Bearish,40.36,-1.89,1.89,2.68,141.89
USFD,2025-12-12,Bullish,77.34,2.61,2.21,1.81,82.0
OVV,2025-12-22,Bearish,37.89,-3.73,3.09,2.47,79.95
IBKR,2025-11-24,Bearish,65.8,-0.91,4.28,4.42,103.26
TTC,2025-12-19,Bullish,78.47,6.65,1.18,2.56,216.36
CG,2025-12-19,Bullish,61.68,8.39,2.55,3.14,123.21
ITT,2025-12-15,Bearish,177.33,-0.5,1.13,0.66,58.51
TTEK,2025-12-11,Bullish,34.44,0.74,2.92,2.05,70.32
DINO,2025-12-11,Bearish,46.61,-9.96,2.71,2.43,89.61
CCK,2025-12-15,Bullish,103.19,6.27,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,38.57,-1.83,2.05,3.45,168.09
UNM,2025-12-17,Bullish,78.69,3.82,1.45,1.35,93.35
FLR,2025-11-18,Bearish,40.79,-9.64,3.68,2.48,67.39
GXO,2025-12-12,Bullish,53.56,3.56,1.04,0.7,67.68
CROX,2025-12-05,Bullish,88.9,6.89,1.62,1.37,84.79
MTDR,2025-12-16,Bearish,41.93,-2.56,1.37,1.37,99.6
AR,2025-11-13,Bullish,33.62,1.71,4.85,4.28,88.41
HR,2025-12-09,Bearish,16.79,-5.63,2.45,2.39,97.4
ADC,2025-12-12,Bearish,72.33,-1.18,1.02,0.97,95.39
PB,2025-11-24,Bullish,71.65,8.16,1.11,0.97,88.16
PR,2025-11-18,Bullish,14.08,7.77,11.58,11.13,96.15
EXLS,2025-12-19,Bullish,43.38,5.69,1.18,2.53,215.12
ST,2025-12-02,Bullish,34.0,9.45,1.3,1.32,101.63
IRT,2025-12-01,Bullish,17.25,3.65,2.79,3.34,119.73
SBRA,2025-11-12,Bullish,18.53,0.9,3.01,3.98,132.19
ASB,2025-11-28,Bullish,26.69,4.9,1.4,0.56,39.84
TGNA,2025-11-25,Bearish,19.36,-2.45,1.71,2.83,165.87
ELV,2025-12-04,Bullish,344.26999,4.62,1.55,2.36,151.74
SCHW,2025-12-11,Bullish,101.41,8.06,8.8,10.56,120.05
MDT,2025-11-13,Bullish,97.71,4.5,6.02,5.28,87.8
BDX,2025-11-18,Bullish,196.74001,5.45,2.9,2.11,72.73
BSX,2025-11-19,Bearish,96.43,-4.12,8.08,16.17,200.12
ITW,2025-12-17,Bullish,251.57001,0.42,1.15,1.32,114.87
DUK,2025-11-24,Bearish,116.3,-6.06,3.62,3.44,95.03
TGT,2025-12-12,Bullish,95.2,3.58,8.02,5.26,65.63
CSX,2025-11-26,Bullish,36.54,4.84,13.38,10.11,75.53
WM,2025-12-17,Bullish,219.66,2.7,2.15,1.63,75.86
EMR,2025-12-05,Bullish,134.99001,2.27,2.42,1.58,65.1
AEP,2025-12-19,Bearish,114.62,-2.03,3.57,7.32,205.2
KDP,2025-12-09,Bullish,28.24,1.27,15.66,21.26,135.75
ALL,2025-11-14,Bullish,208.28,3.21,1.34,2.49,185.56
D,2025-12-09,Bearish,57.22,-5.11,5.51,4.46,80.95
AIG,2025-12-15,Bullish,86.43,9.57,4.9,7.68,156.67
KMI,2025-12-11,Bearish,26.89,-0.58,14.11,11.03,78.2
SRE,2025-12-18,Bearish,88.089996,-1.76,4.08,4.72,115.67
WMB,2025-12-18,Bearish,58.92,-2.0,6.92,6.62,95.71
YUM,2025-11-13,Bullish,155.27,5.99,2.17,1.88,86.45
CTVA,2025-12-22,Bullish,67.089996,1.78,3.95,2.41,60.99
OTIS,2025-11-17,Bearish,87.24,-3.77,2.34,2.56,109.39
XEL,2025-12-11,Bearish,73.85,-5.75,4.29,5.49,127.99
WEC,2025-12-01,Bearish,104.87,-6.24,2.09,2.23,106.95
OKE,2025-12-04,Bullish,72.82,2.17,4.41,3.33,75.38
TT,2025-11-19,Bearish,389.85999,-7.66,1.31,0.9,68.79
ACGL,2025-11-17,Bullish,97.12,8.5,2.29,1.32,57.65
EXC,2025-12-05,Bearish,43.55,-4.53,8.35,7.62,91.3
STZ,2025-12-22,Bullish,141.74001,1.63,2.63,3.64,138.41
DHI,2025-12-17,Bearish,145.38,-5.38,3.2,4.08,127.63
CMS,2025-12-08,Bearish,69.77,-4.59,2.1,1.68,80.07
DVN,2025-11-14,Bullish,36.43,8.04,7.89,8.37,106.03
ETR,2025-12-18,Bearish,91.99,-1.88,2.87,2.82,98.16
NDAQ,2025-12-09,Bullish,97.46,9.74,2.83,3.89,137.32
XYL,2025-11-25,Bearish,139.11,-3.75,1.45,1.7,116.93
HPE,2025-12-11,Bullish,24.7,7.29,29.78,31.58,106.04
BALL,2025-12-17,Bullish,52.32,5.97,2.88,3.51,121.72
MKC,2025-12-22,Bullish,68.92,3.32,2.72,2.49,91.77
PPL,2025-11-20,Bearish,34.68,-5.17,6.32,21.88,346.22
DGX,2025-12-17,Bearish,176.34,-3.57,1.12,1.65,147.85
WRB,2025-12-05,Bearish,70.22,-5.61,3.16,15.66,496.4
FE,2025-12-12,Bearish,44.42,-2.42,4.9,4.07,83.1
BBY,2025-12-05,Bearish,71.3,-7.11,4.14,3.98,96.08
