Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,100.68,5.63,3.39,2.54,75.05
WPC,2025-12-08,Bearish,64.17,-3.89,1.18,1.53,129.41
BURL,2025-12-23,Bullish,283.97,5.11,1.26,0.56,44.53
REXR,2025-12-08,Bearish,39.69,-3.52,1.89,2.68,141.89
USFD,2025-12-12,Bullish,76.83,1.93,2.21,1.81,82.0
OVV,2025-12-22,Bearish,38.02,-3.4,3.09,2.47,79.95
IBKR,2025-11-24,Bearish,65.96,-0.67,4.28,4.42,103.26
TTC,2025-12-19,Bullish,78.57,6.79,1.18,2.56,216.36
CG,2025-12-19,Bullish,60.92,7.06,2.55,3.14,123.21
ITT,2025-12-15,Bearish,177.47,-0.42,1.13,0.66,58.51
TTEK,2025-12-11,Bullish,34.41,0.65,2.92,2.05,70.32
DINO,2025-12-11,Bearish,46.99,-9.23,2.71,2.43,89.61
CCK,2025-12-15,Bullish,103.07,6.15,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,38.43,-2.19,2.05,3.45,168.09
UNM,2025-12-17,Bullish,79.39,4.74,1.45,1.35,93.35
BWXT,2025-11-28,Bearish,177.62,-3.75,1.42,0.37,26.34
CNM,2025-12-18,Bullish,53.74,3.52,3.07,2.62,85.3
RRC,2025-12-17,Bearish,35.93,-3.62,3.34,2.83,84.92
FLR,2025-11-18,Bearish,40.9,-9.4,3.68,2.48,67.39
GXO,2025-12-12,Bullish,53.95,4.31,1.04,0.7,67.68
CROX,2025-12-05,Bullish,89.98,8.19,1.62,1.37,84.79
MTDR,2025-12-16,Bearish,41.74,-3.0,1.37,1.37,99.6
AR,2025-11-13,Bullish,34.74,5.1,4.85,4.28,88.41
HR,2025-12-09,Bearish,16.76,-5.8,2.45,2.39,97.4
ADC,2025-12-12,Bearish,72.040001,-1.58,1.02,0.97,95.39
PB,2025-11-24,Bullish,70.78,6.85,1.11,0.97,88.16
PR,2025-11-18,Bullish,14.04,7.47,11.58,11.13,96.15
EXLS,2025-12-19,Bullish,43.32,5.54,1.18,2.53,215.12
ST,2025-12-02,Bullish,33.66,8.35,1.3,1.32,101.63
HALO,2025-12-05,Bearish,68.36,0.14,2.74,1.55,56.6
ONB,2025-12-04,Bullish,23.040001,8.24,2.62,2.6,99.29
KBH,2025-12-23,Bearish,56.83,-8.01,1.46,1.36,93.11
OZK,2025-12-22,Bullish,47.32,0.38,1.04,0.73,70.11
SLM,2025-12-15,Bearish,27.62,-1.85,3.52,3.73,105.8
VAL,2025-12-23,Bearish,49.59,-7.57,1.14,0.61,53.44
GT,2025-12-01,Bullish,8.64,9.27,8.49,6.54,77.0
NVST,2025-12-01,Bullish,21.87,8.69,1.84,1.21,66.02
KRC,2025-12-12,Bearish,37.55,-9.0,1.29,1.76,135.73
IRT,2025-12-01,Bullish,17.3,3.95,2.79,3.34,119.73
QDEL,2025-12-11,Bullish,28.59,7.56,1.17,1.34,115.21
ASB,2025-11-28,Bullish,26.47,4.03,1.4,0.56,39.84
TGNA,2025-11-25,Bearish,19.36,-2.45,1.71,2.83,165.87
WMB,2025-12-18,Bearish,59.75,-0.62,6.92,6.62,95.71
YUM,2025-11-13,Bullish,154.53,5.49,2.17,1.88,86.45
CTVA,2025-12-22,Bullish,67.15,1.88,3.95,2.41,60.99
OTIS,2025-11-17,Bearish,87.83,-3.12,2.34,2.56,109.39
XEL,2025-12-11,Bearish,74.010002,-5.55,4.29,5.49,127.99
WEC,2025-12-01,Bearish,105.019997,-6.11,2.09,2.23,106.95
OKE,2025-12-04,Bullish,73.46,3.07,4.41,3.33,75.38
TT,2025-11-19,Bearish,393.73999,-6.74,1.31,0.9,68.79
ACGL,2025-11-17,Bullish,96.96,8.32,2.29,1.32,57.65
EXC,2025-12-05,Bearish,43.46,-4.73,8.35,7.62,91.3
PPG,2025-12-23,Bullish,102.67,1.12,1.95,1.59,81.62
DHI,2025-12-17,Bearish,144.47,-5.97,3.2,4.08,127.63
ED,2025-12-01,Bearish,98.95,-0.85,2.6,2.74,105.39
BKR,2025-12-19,Bearish,45.19,-4.41,7.95,21.16,266.12
HIG,2025-11-14,Bullish,139.080002,7.88,1.49,1.23,82.53
IR,2025-12-11,Bullish,81.45,3.08,2.64,2.54,95.96
CMS,2025-12-08,Bearish,70.019997,-4.24,2.1,1.68,80.07
DVN,2025-11-14,Bullish,36.34,7.77,7.89,8.37,106.03
ETR,2025-12-18,Bearish,92.33,-1.52,2.87,2.82,98.16
XYL,2025-11-25,Bearish,138.62,-4.09,1.45,1.7,116.93
HPE,2025-12-11,Bullish,24.58,6.77,29.78,31.58,106.04
BALL,2025-12-17,Bullish,52.23,5.78,2.88,3.51,121.72
RF,2025-12-04,Bullish,27.55,9.6,15.46,9.77,63.16
MKC,2025-12-22,Bullish,68.9,3.29,2.72,2.65,97.13
PPL,2025-11-20,Bearish,34.81,-4.81,6.32,21.88,346.22
DGX,2025-12-17,Bearish,175.080002,-4.26,1.12,1.65,147.85
WRB,2025-12-05,Bearish,70.23,-5.6,3.16,15.66,496.4
FE,2025-12-12,Bearish,44.64,-1.93,4.9,4.07,83.1
BBY,2025-12-05,Bearish,69.58,-9.35,4.14,3.98,96.08
RJF,2025-12-22,Bullish,165.77,2.56,1.42,1.36,95.84
NRG,2025-12-17,Bearish,158.11,-3.61,1.84,4.75,258.0
AES,2025-12-22,Bullish,13.9,0.7,6.86,7.9,115.14
AEE,2025-12-09,Bearish,99.35,-3.16,1.72,1.43,83.33
BEN,2025-12-17,Bullish,24.19,5.04,3.89,5.22,134.21
PNR,2025-11-14,Bearish,105.47,-2.28,1.3,1.24,95.16
NI,2025-12-09,Bearish,41.6,-2.32,3.43,2.38,69.52
HSY,2025-12-15,Bullish,182.62,0.38,1.57,2.21,141.36
LNT,2025-12-10,Bearish,65.26,-2.25,1.93,3.34,173.39
IPG,2025-11-05,Bearish,24.57,-6.22,6.55,3.96,60.49
OMC,2025-12-16,Bullish,78.7,4.25,6.34,5.99,94.56
MGM,2025-12-04,Bullish,36.97,10.0,4.48,3.39,75.73
Bullish_Tickers,,,,"DECK,BURL,USFD,TTC,CG,TTEK,CCK,UNM,CNM,GXO,CROX,AR,PB,PR,EXLS,ST,ONB,OZK,GT,NVST,IRT,QDEL,ASB,YUM,CTVA,OKE,ACGL,PPG,HIG,IR,DVN,HPE,BALL,RF,MKC,RJF,AES,BEN,HSY,OMC,MGM",,,
Bearish_Tickers,,,,"WPC,REXR,OVV,IBKR,ITT,DINO,WTRG,BWXT,RRC,FLR,MTDR,HR,ADC,HALO,KBH,SLM,VAL,KRC,TGNA,WMB,OTIS,XEL,WEC,TT,EXC,DHI,ED,BKR,CMS,ETR,XYL,PPL,DGX,WRB,FE,BBY,NRG,AEE,PNR,NI,LNT,IPG",,,
Delta_Bullish,,,,"BURL,CNM,ONB,OZK,GT,NVST,QDEL,PPG,HIG,IR,RF,OMC,MGM",,,
Delta_Bearish,,,,"BWXT,RRC,HALO,KBH,SLM,VAL,KRC,ED,BKR,LNT,IPG",,,
