Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,103.089996,8.16,3.39,2.54,75.05
WPC,2025-12-08,Bearish,64.82,-2.92,1.18,1.53,129.41
BURL,2025-12-23,Bullish,290.32001,7.46,1.26,0.56,44.53
ELS,2025-12-26,Bearish,61.2,-0.78,1.39,0.64,45.94
REXR,2025-12-08,Bearish,39.44,-4.13,1.89,2.68,141.89
USFD,2025-12-12,Bullish,76.37,1.32,2.21,1.81,82.0
OVV,2025-12-22,Bearish,37.97,-3.53,3.09,2.47,79.95
IBKR,2025-11-24,Bearish,66.16,-0.37,4.28,4.42,103.26
TTC,2025-12-19,Bullish,79.42,7.94,1.18,2.56,216.36
CG,2025-12-19,Bullish,61.09,7.36,2.55,3.14,123.21
ITT,2025-12-15,Bearish,177.89,-0.18,1.13,0.66,58.51
CCK,2025-12-15,Bullish,102.9,5.97,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,38.57,-1.83,2.05,3.45,168.09
UNM,2025-12-17,Bullish,78.84,4.02,1.45,1.35,93.35
DBX,2025-12-10,Bearish,28.0,-4.77,3.35,9.05,270.43
BWXT,2025-11-28,Bearish,175.88,-4.69,1.42,0.37,26.34
CNM,2025-12-18,Bullish,54.0,4.02,3.07,2.62,85.3
RRC,2025-12-17,Bearish,35.32,-5.25,3.34,2.83,84.92
FLR,2025-11-18,Bearish,40.82,-9.58,3.68,2.48,67.39
GXO,2025-12-12,Bullish,53.81,4.04,1.04,0.7,67.68
FNF,2025-12-24,Bearish,54.89,-1.25,1.35,0.54,40.04
FNF,2025-12-24,Bearish,54.89,-1.25,1.35,0.54,40.04
MTDR,2025-12-16,Bearish,41.55,-3.44,1.37,1.37,99.6
PLNT,2025-11-17,Bullish,109.07,9.08,1.75,1.98,113.6
HR,2025-12-09,Bearish,16.91,-4.95,2.45,2.39,97.4
ADC,2025-12-12,Bearish,72.4,-1.09,1.02,0.97,95.39
PB,2025-11-24,Bullish,70.32,6.15,1.11,0.97,88.16
PR,2025-11-18,Bullish,13.75,5.25,11.58,11.13,96.15
EXLS,2025-12-19,Bullish,43.3,5.49,1.18,2.53,215.12
ST,2025-12-02,Bullish,33.58,8.1,1.3,1.32,101.63
ONB,2025-12-04,Bullish,22.98,7.96,2.62,2.6,99.29
KBH,2025-12-23,Bearish,57.31,-7.24,1.46,1.36,93.11
VAL,2025-12-23,Bearish,49.51,-7.71,1.14,0.61,53.44
AM,2025-12-15,Bearish,17.73,-1.82,2.33,2.27,97.24
NVST,2025-12-01,Bullish,21.99,9.28,1.84,1.21,66.02
KRC,2025-12-12,Bearish,38.07,-7.74,1.29,1.76,135.73
IRT,2025-12-01,Bullish,17.52,5.27,2.79,3.34,119.73
ASB,2025-11-28,Bullish,26.36,3.6,1.4,0.56,39.84
TGNA,2025-11-25,Bearish,19.4,-2.24,1.71,2.83,165.87
D,2025-12-09,Bearish,59.2,-1.83,5.51,4.46,80.95
AIG,2025-12-15,Bullish,86.48,9.63,4.9,7.68,156.67
SRE,2025-12-18,Bearish,88.61,-1.18,4.08,4.72,115.67
WMB,2025-12-18,Bearish,59.52,-1.01,6.92,6.62,95.71
CTVA,2025-12-22,Bullish,67.44,2.32,3.95,2.41,60.99
OTIS,2025-11-17,Bearish,87.62,-3.35,2.34,2.56,109.39
XEL,2025-12-11,Bearish,74.42,-5.03,4.29,5.49,127.99
WEC,2025-12-01,Bearish,105.5,-5.68,2.09,2.23,106.95
OKE,2025-12-04,Bullish,72.85,2.22,4.41,3.33,75.38
TT,2025-11-19,Bearish,392.59,-7.02,1.31,0.9,68.79
ACGL,2025-11-17,Bullish,95.87,7.1,2.29,1.32,57.65
EXC,2025-12-05,Bearish,43.56,-4.51,8.35,7.62,91.3
PPG,2025-12-23,Bullish,104.32,2.75,1.95,1.59,81.62
DHI,2025-12-17,Bearish,146.32001,-4.77,3.2,4.08,127.63
ED,2025-12-01,Bearish,99.3,-0.5,2.6,2.74,105.39
BKR,2025-12-19,Bearish,45.25,-4.28,7.95,21.16,266.12
PCG,2025-12-05,Bearish,15.77,-0.33,26.25,18.87,71.87
HBAN,2025-12-05,Bullish,17.74,9.43,27.42,25.17,91.82
ON,2025-12-04,Bullish,54.93,9.84,8.88,11.17,125.8
IR,2025-12-11,Bullish,81.28,2.86,2.64,2.54,95.96
CMS,2025-12-08,Bearish,69.96,-4.33,2.1,1.68,80.07
TTWO,2025-12-24,Bullish,256.089996,4.13,1.37,0.49,35.47
ETR,2025-12-18,Bearish,92.85,-0.96,2.87,2.82,98.16
MAA,2025-12-26,Bullish,137.8,2.43,1.02,0.51,49.86
XYL,2025-11-25,Bearish,138.8,-3.97,1.45,1.7,116.93
HPE,2025-12-11,Bullish,24.49,6.38,29.78,31.58,106.04
BALL,2025-12-17,Bullish,52.66,6.65,2.88,3.51,121.72
MKC,2025-12-22,Bullish,68.93,3.34,2.72,2.65,97.13
PPL,2025-11-20,Bearish,35.080002,-4.07,6.32,21.88,346.22
DGX,2025-12-17,Bearish,175.94,-3.79,1.12,1.65,147.85
WRB,2025-12-05,Bearish,70.57,-5.14,3.16,15.66,496.4
FE,2025-12-12,Bearish,44.85,-1.47,4.9,4.07,83.1
DRI,2025-12-26,Bullish,188.37,2.2,1.75,0.84,47.95
TTWO,2025-12-24,Bullish,256.089996,4.13,1.37,0.49,35.47
BBY,2025-12-05,Bearish,69.61,-9.32,4.14,3.98,96.08
RJF,2025-12-22,Bullish,165.3,2.27,1.42,1.36,95.84
GEN,2025-12-24,Bullish,27.77,1.8,4.91,2.02,41.05
NRG,2025-12-17,Bearish,160.88,-1.93,1.84,4.75,258.0
AES,2025-12-22,Bullish,14.07,1.93,6.86,7.9,115.14
AEE,2025-12-09,Bearish,99.81,-2.71,1.72,1.43,83.33
BEN,2025-12-17,Bullish,24.19,5.04,3.89,5.22,134.21
NI,2025-12-09,Bearish,41.72,-2.04,3.43,2.38,69.52
HSY,2025-12-15,Bullish,184.2,1.25,1.57,2.21,141.36
EMN,2025-12-19,Bullish,63.52,1.51,1.82,2.61,143.01
LNT,2025-12-10,Bearish,65.24,-2.28,1.93,3.34,173.39
