Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
SMCI,2025-08-25,Bearish,44.91,-4.61,38.31,18.78,49.03
DECK,2025-08-28,Bullish,118.69,9.58,2.5,2.35,94.1
GLPI,2025-08-27,Bullish,47.18,0.4,1.7,2.27,133.82
TREX,2025-09-16,Bearish,58.29,-5.26,1.44,1.76,122.43
CCK,2025-08-27,Bearish,95.33,-5.56,1.05,0.99,94.58
ARMK,2025-08-20,Bearish,37.56,-7.71,2.54,4.82,189.49
NNN,2025-09-05,Bullish,42.55,0.7,1.24,1.79,143.78
KBR,2025-09-16,Bearish,48.22,-2.59,1.06,0.72,67.97
ORI,2025-08-14,Bullish,39.2,5.39,1.47,1.01,68.59
AXTA,2025-08-26,Bullish,30.8,1.77,3.12,1.81,58.1
STAG,2025-08-25,Bullish,35.95,1.46,1.39,0.8,57.42
NOV,2025-09-04,Bullish,13.3,3.56,3.21,3.05,95.01
EQH,2025-08-22,Bullish,52.8,0.2,3.09,2.79,90.26
FNF,2025-08-08,Bullish,58.46,3.21,1.96,1.09,55.59
FNF,2025-08-08,Bullish,58.46,3.21,1.96,1.09,55.59
MTDR,2025-09-15,Bearish,47.98,-0.88,1.33,1.73,130.25
PLNT,2025-09-02,Bearish,100.77,-5.34,1.43,1.23,86.14
G,2025-09-10,Bearish,41.33,-6.98,1.77,1.98,112.0
STWD,2025-08-25,Bullish,20.18,1.18,2.85,2.1,73.68
SNV,2025-08-29,Bullish,50.57,0.83,1.81,2.32,128.0
UGI,2025-08-21,Bearish,33.12,-6.54,1.87,2.8,150.06
ONB,2025-08-22,Bullish,21.79,1.13,2.62,3.62,138.17
WLK,2025-08-20,Bullish,87.7,6.94,1.46,1.12,77.02
RYN,2025-08-07,Bullish,25.94,9.09,1.13,2.63,232.06
AM,2025-09-08,Bullish,18.31,2.3,2.37,3.36,141.54
MDU,2025-08-15,Bearish,15.87,-5.75,1.56,2.01,128.56
POR,2025-08-08,Bullish,41.82,1.02,1.43,0.87,60.48
EQH,2025-08-22,Bullish,52.8,0.2,3.09,2.79,90.26
CUZ,2025-09-03,Bullish,29.27,3.38,1.48,1.76,119.37
QDEL,2025-09-11,Bullish,29.53,6.8,1.12,1.75,155.39
EPR,2025-09-16,Bullish,56.76,2.78,1.11,1.18,106.3
LEG,2025-08-26,Bullish,9.52,1.6,1.92,2.33,121.37
NYCB,2025-08-12,Bullish,12.1,5.46,7.09,5.29,74.56
IART,2025-08-22,Bullish,14.83,9.9,1.5,1.44,96.14
DOC,2025-09-08,Bullish,18.23,2.92,6.55,8.34,127.23
VSH,2025-08-12,Bearish,15.2,-3.86,2.11,2.39,113.57
WERN,2025-08-22,Bullish,28.55,1.93,1.01,0.9,89.38
ALGM,2025-09-05,Bearish,30.13,-3.5,1.39,1.41,101.99
HTZ,2025-08-07,Bearish,6.11,-8.02,6.77,15.25,225.15
LMT,2025-09-09,Bullish,474.32001,5.42,1.44,1.01,69.79
DE,2025-08-18,Bearish,468.70001,-7.04,1.41,1.39,98.47
BDX,2025-08-11,Bullish,186.21001,2.75,3.16,2.77,87.63
HCA,2025-08-11,Bullish,399.75,9.58,1.6,0.99,62.09
SO,2025-09-10,Bearish,91.36,-1.4,3.91,4.31,110.2
SHW,2025-08-12,Bullish,353.20001,1.95,2.11,2.57,121.77
CME,2025-08-26,Bearish,259.82999,-5.52,1.94,3.3,169.79
EOG,2025-08-22,Bullish,120.84,1.85,2.82,2.25,79.66
CSX,2025-09-08,Bearish,32.47,-3.55,24.52,16.03,65.35
WM,2025-08-18,Bearish,213.88,-6.95,1.84,3.44,187.17
SLB,2025-08-29,Bullish,35.24,1.65,11.99,11.89,99.15
FDX,2025-09-04,Bearish,227.7,-0.48,1.65,1.77,107.57
MAR,2025-09-16,Bullish,267.89001,0.53,1.19,1.27,106.39
TRV,2025-08-11,Bullish,271.95001,3.64,1.32,0.94,71.13
MNST,2025-08-11,Bullish,66.16,8.77,6.63,8.59,129.66
KHC,2025-09-03,Bearish,25.93,-5.65,13.34,19.08,143.03
AFL,2025-08-19,Bullish,107.63,4.22,2.48,2.28,91.58
PEG,2025-09-03,Bearish,81.79,-2.68,2.67,1.59,59.51
CTAS,2025-08-25,Bearish,200.635,-8.41,1.52,3.86,254.32
YUM,2025-09-11,Bullish,148.5,1.54,1.88,2.61,138.92
HPQ,2025-08-14,Bullish,27.93,8.74,7.42,6.54,88.24
KR,2025-08-29,Bearish,67.59,-3.69,6.59,5.42,82.24
TT,2025-09-02,Bearish,401.39,-5.99,1.06,1.3,122.72
ACGL,2025-09-17,Bearish,87.465,-3.29,1.73,0.0,0.24
EXC,2025-09-08,Bearish,43.145,-1.92,5.55,4.17,75.13
CAH,2025-08-14,Bearish,149.3,-4.04,2.35,2.79,118.55
AWK,2025-09-10,Bearish,137.28,-3.57,1.07,0.99,92.89
KMB,2025-08-26,Bearish,126.435,-4.25,2.58,3.17,122.47
ED,2025-08-18,Bearish,96.76,-5.74,2.33,2.79,119.7
PCG,2025-08-20,Bullish,15.07,1.62,27.87,24.84,89.12
ON,2025-08-19,Bearish,49.6,-4.71,11.11,5.75,51.72
SWKS,2025-08-15,Bullish,74.81,4.24,2.67,2.36,88.66
ZBH,2025-08-12,Bullish,100.25,5.07,1.87,1.91,102.55
CMS,2025-09-12,Bearish,70.62,-1.65,1.93,1.91,99.04
DVN,2025-08-08,Bullish,34.98,6.29,8.01,9.27,115.76
TTWO,2025-08-26,Bullish,246.71,7.49,1.88,2.17,115.26
FANG,2025-09-08,Bearish,138.38,-3.14,1.8,2.05,113.73
BALL,2025-08-15,Bearish,50.23,-9.71,2.48,1.4,56.38
