Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
WSM,2026-01-06,Bullish,197.0,5.33,1.24,1.42,114.63
WPC,2025-12-08,Bearish,64.39,-3.56,1.18,1.53,129.41
NBIX,2026-01-06,Bearish,137.35001,-5.0,1.04,1.12,107.6
ELS,2025-12-26,Bearish,59.83,-3.0,1.39,0.64,45.94
REXR,2025-12-08,Bearish,38.82,-5.64,1.89,2.68,141.89
USFD,2025-12-12,Bullish,76.87,1.98,2.21,1.81,82.0
OVV,2025-12-22,Bearish,37.73,-4.14,3.09,2.47,79.95
FBIN,2026-01-06,Bullish,53.32,4.52,1.39,1.83,131.92
TTEK,2026-01-06,Bullish,34.77,1.55,1.8,1.95,108.26
DINO,2025-12-11,Bearish,48.16,-6.97,2.71,2.43,89.61
CCK,2025-12-15,Bullish,104.0,7.1,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,38.48,-2.06,2.05,3.45,168.09
UNM,2025-12-17,Bullish,78.66,3.78,1.45,1.35,93.35
MTN,2025-12-26,Bearish,136.61,-7.29,1.03,1.15,112.22
DBX,2025-12-10,Bearish,26.99,-8.2,3.35,9.05,270.43
CNM,2025-12-18,Bullish,55.65,7.2,3.07,2.62,85.3
RRC,2025-12-17,Bearish,34.16,-8.37,3.34,2.83,84.92
STAG,2025-12-29,Bearish,37.31,-1.2,1.29,0.78,60.24
GXO,2025-12-12,Bullish,56.41,9.07,1.04,0.7,67.68
EQH,2026-01-06,Bullish,48.75,1.69,2.16,2.25,104.09
WH,2026-01-06,Bullish,79.9,4.6,1.19,1.15,97.07
CROX,2025-12-05,Bullish,89.080002,7.11,1.62,1.37,84.79
MTDR,2025-12-16,Bearish,41.2,-4.26,1.37,1.37,99.6
RMBS,2026-01-02,Bullish,97.0,1.26,1.27,1.6,125.61
HR,2025-12-09,Bearish,17.18,-3.44,2.45,2.39,97.4
ADC,2025-12-12,Bearish,70.49,-3.7,1.02,0.97,95.39
TKO,2025-12-02,Bullish,202.81,8.26,1.3,1.0,76.79
EXLS,2025-12-19,Bullish,42.37,3.22,1.18,2.53,215.12
KRC,2025-12-12,Bearish,39.64,-3.93,1.29,1.76,135.73
IRT,2025-12-01,Bullish,17.43,4.73,2.79,3.34,119.73
NYCB,2025-12-02,Bullish,12.29,5.91,4.86,5.01,103.06
ASB,2025-11-28,Bullish,26.87,5.61,1.4,0.56,39.84
AMZN,2025-12-26,Bullish,240.92999,5.21,37.11,15.99,43.1
NVDA,2025-12-29,Bullish,187.24001,2.15,170.6,120.01,70.35
CRM,2025-12-10,Bullish,262.89999,7.16,8.8,8.89,101.12
DIS,2025-12-26,Bullish,114.57,3.81,11.12,5.43,48.81
INTU,2026-01-02,Bearish,647.20001,-2.44,1.76,2.74,155.36
COP,2025-12-10,Bullish,97.11,7.03,6.95,10.64,153.05
NEE,2025-12-30,Bearish,81.050003,-0.31,9.88,4.08,41.27
UNP,2025-11-28,Bullish,233.62,4.13,3.11,1.21,38.77
LOW,2025-12-11,Bullish,246.49001,2.17,3.93,2.83,72.07
SPGI,2025-12-19,Bullish,539.65002,8.13,1.67,2.87,172.39
HON,2026-01-06,Bullish,204.94,4.12,3.6,4.0,111.37
ITW,2026-01-06,Bullish,254.14999,1.37,1.24,1.86,150.16
WM,2025-12-17,Bullish,219.080002,2.43,2.15,1.63,75.86
MPC,2025-12-17,Bearish,170.42,-9.39,2.16,3.05,141.35
FIS,2026-01-06,Bullish,67.050003,0.9,2.46,2.04,82.94
AEP,2025-12-19,Bearish,115.040001,-1.67,3.57,7.32,205.2
KDP,2026-01-06,Bearish,27.34,-2.42,13.51,9.69,71.73
HUM,2026-01-05,Bullish,279.84,7.85,1.25,1.21,97.32
D,2025-12-09,Bearish,58.72,-2.63,5.51,4.46,80.95
CMG,2026-01-05,Bullish,38.62,5.91,18.06,16.3,90.28
SRE,2025-12-18,Bearish,87.7,-2.19,4.08,4.72,115.67
VLO,2026-01-05,Bullish,178.27,5.92,3.08,9.06,294.28
WMB,2025-12-18,Bearish,59.5,-1.04,6.92,6.62,95.71
A,2026-01-06,Bullish,147.60001,4.65,2.04,2.63,128.91
CTVA,2025-12-22,Bullish,69.37,5.24,3.95,2.41,60.99
XEL,2025-12-11,Bearish,74.43,-5.01,4.29,5.49,127.99
WEC,2025-12-01,Bearish,105.95,-5.27,2.09,2.23,106.95
EXC,2025-12-05,Bearish,43.84,-3.9,8.35,7.62,91.3
PPG,2025-12-23,Bullish,105.64,4.05,1.95,1.59,81.62
STZ,2026-01-02,Bullish,143.64999,2.97,2.49,2.08,83.73
DHI,2025-12-17,Bearish,144.5,-5.95,3.2,4.08,127.63
ED,2025-12-01,Bearish,99.32,-0.48,2.6,2.74,105.39
PCG,2025-12-31,Bullish,16.15,2.62,19.31,8.68,44.95
IR,2025-12-11,Bullish,83.43,5.58,2.64,2.54,95.96
EBAY,2026-01-06,Bullish,91.51,6.5,4.44,4.65,104.61
CMS,2025-12-08,Bearish,70.38,-3.75,2.1,1.68,80.07
TTWO,2025-12-24,Bullish,254.35001,3.42,1.37,0.49,35.47
ETR,2025-12-18,Bearish,93.32,-0.46,2.87,2.82,98.16
MAA,2025-12-26,Bullish,138.17,2.71,1.02,0.51,49.86
HPE,2025-12-11,Bullish,23.79,3.34,29.78,31.58,106.04
BALL,2025-12-17,Bullish,54.3,9.98,2.88,3.51,121.72
DGX,2025-12-17,Bearish,180.46001,-1.32,1.12,1.65,147.85
WRB,2025-12-05,Bearish,69.99,-5.92,3.16,15.66,496.4
FE,2025-12-12,Bearish,44.84,-1.49,4.9,4.07,83.1
DRI,2025-12-26,Bullish,200.25,8.65,1.75,0.84,48.01
TTWO,2025-12-24,Bullish,254.35001,3.42,1.37,0.49,35.47
BBY,2025-12-05,Bearish,72.17,-5.98,4.14,3.98,96.08
RJF,2025-12-22,Bullish,168.86,4.47,1.42,1.36,95.84
GEN,2026-01-02,Bearish,26.21,-3.8,4.89,3.81,77.86
NRG,2025-12-17,Bearish,159.63,-2.69,1.84,4.75,258.0
AES,2025-12-22,Bullish,14.9,7.94,6.86,7.9,115.14
AEE,2025-12-09,Bearish,100.61,-1.93,1.72,1.43,83.33
AOS,2026-01-06,Bullish,68.65,1.31,1.12,1.07,94.99
BEN,2025-12-17,Bullish,25.12,9.08,3.89,5.22,134.21
HRL,2025-12-31,Bearish,22.85,-4.0,5.13,3.17,61.8
NI,2025-12-09,Bearish,41.88,-1.67,3.43,2.38,69.52
EMN,2025-12-19,Bullish,68.32,9.18,1.82,2.61,143.01
UDR,2025-12-30,Bullish,37.11,3.18,2.7,2.28,84.42
LNT,2025-12-10,Bearish,65.38,-2.07,1.93,3.34,173.39
OMC,2025-12-16,Bullish,79.63,5.49,6.34,5.99,94.56
MGM,2025-12-04,Bullish,35.74,6.34,4.48,3.39,75.73
WY,2025-12-31,Bullish,23.99,3.1,7.18,4.61,64.28
Bullish_Tickers,,,,"WSM,USFD,FBIN,TTEK,CCK,UNM,CNM,GXO,EQH,WH,CROX,RMBS,TKO,EXLS,IRT,NYCB,ASB,AMZN,NVDA,CRM,DIS,COP,UNP,LOW,SPGI,HON,ITW,WM,FIS,HUM,CMG,VLO,A,CTVA,PPG,STZ,PCG,IR,EBAY,TTWO,MAA,HPE,BALL,DRI,TTWO,RJF,AES,AOS,BEN,EMN,UDR,OMC,MGM,WY",,,
Bearish_Tickers,,,,"WPC,NBIX,ELS,REXR,OVV,DINO,WTRG,MTN,DBX,RRC,STAG,MTDR,HR,ADC,KRC,INTU,NEE,MPC,AEP,KDP,D,SRE,WMB,XEL,WEC,EXC,DHI,ED,CMS,ETR,DGX,WRB,FE,BBY,GEN,NRG,AEE,HRL,NI,LNT",,,
Delta_Bullish,,,,"WSM,FBIN,TTEK,EQH,WH,IRT,AMZN,NVDA,CRM,HON,ITW,FIS,A,PCG,IR,EBAY,TTWO,MAA,HPE,BALL,DRI,TTWO,RJF,AES,AOS,BEN,EMN,UDR,OMC,MGM,WY",,,
Delta_Bearish,,,,"NBIX,MTN,DBX,KRC,NEE,KDP,WMB,ED,CMS,ETR,DGX,WRB,FE,BBY,GEN,NRG,AEE,HRL,NI,LNT",,,
