Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
WPC,2025-12-08,Bearish,65.010002,-2.63,1.18,1.53,129.41
BURL,2025-12-01,Bearish,266.089996,-1.69,1.26,1.67,132.51
ELS,2025-11-10,Bullish,62.049999,1.12,2.33,1.37,58.67
USFD,2025-12-12,Bullish,76.6,1.63,2.19,1.45,65.88
OVV,2025-12-01,Bullish,40.34,3.1,4.02,3.86,96.19
IBKR,2025-11-24,Bearish,64.15,-3.39,4.28,4.42,103.26
CLF,2025-11-28,Bullish,12.71,7.96,22.0,7.56,34.37
TTEK,2025-12-11,Bullish,34.56,1.09,2.92,2.05,70.32
DINO,2025-12-11,Bearish,49.39,-4.59,2.71,2.43,89.61
TXRH,2025-12-04,Bearish,168.24001,-0.98,1.05,0.69,65.0
WTRG,2025-12-04,Bearish,37.95,-3.41,2.05,3.45,168.09
DBX,2025-12-10,Bearish,28.32,-3.68,3.35,9.05,270.43
FHN,2025-12-01,Bullish,23.59,8.68,6.45,4.42,68.6
BWXT,2025-11-28,Bearish,175.029999,-5.15,1.42,0.37,26.34
OHI,2025-11-03,Bullish,43.97,7.83,1.72,2.38,138.69
BRX,2025-11-03,Bearish,25.65,-5.25,2.48,2.38,95.94
AXTA,2025-11-28,Bullish,31.19,7.37,4.65,1.37,29.48
FLR,2025-11-18,Bearish,43.6,-3.42,3.68,2.48,67.39
JEF,2025-12-10,Bullish,62.0,8.04,1.79,2.27,126.97
GXO,2025-12-12,Bullish,53.14,2.75,1.03,0.57,54.86
FNF,2025-11-25,Bullish,57.57,0.07,1.28,0.99,77.0
FNF,2025-11-25,Bullish,57.57,0.07,1.28,0.99,77.0
OGE,2025-11-06,Bearish,43.049999,-4.68,1.08,0.93,85.85
CROX,2025-12-05,Bullish,89.91,8.11,1.62,1.37,84.79
EXEL,2025-11-10,Bullish,40.88,3.98,3.25,2.63,80.9
MTDR,2025-12-11,Bullish,44.25,2.75,1.44,1.75,121.62
AR,2025-11-13,Bullish,35.19,6.46,4.85,4.28,88.41
PLNT,2025-11-17,Bullish,108.61,8.62,1.75,1.98,113.6
HR,2025-12-09,Bearish,17.18,-3.44,2.45,2.39,97.4
PB,2025-11-24,Bullish,72.83,9.94,1.11,0.97,88.16
VNT,2025-11-03,Bearish,37.099998,-9.71,1.22,1.94,159.0
MTG,2025-11-05,Bullish,29.01,5.78,1.84,1.94,105.1
KRG,2025-11-07,Bullish,23.34,4.72,1.9,1.47,76.98
HALO,2025-12-05,Bearish,62.21,-8.86,2.74,1.55,56.6
ONB,2025-12-04,Bullish,22.95,7.82,2.62,2.6,99.29
TEX,2025-11-05,Bearish,51.51,-0.27,1.36,1.37,100.72
NVST,2025-12-01,Bullish,21.97,9.18,1.84,1.21,66.02
KRC,2025-12-12,Bearish,40.46,-1.95,1.25,0.86,68.51
IRT,2025-12-01,Bullish,16.93,1.72,2.79,3.34,119.73
QDEL,2025-12-11,Bullish,28.8,8.35,1.17,1.34,115.21
SBRA,2025-11-12,Bullish,19.18,4.44,3.01,3.98,132.19
ASB,2025-11-28,Bullish,27.1,6.51,1.4,0.56,39.84
IART,2025-11-03,Bearish,13.42,-6.12,1.19,1.68,141.84
DOC,2025-11-04,Bearish,16.62,-8.86,10.96,7.38,67.38
TGNA,2025-11-25,Bearish,19.67,-0.88,1.71,2.83,165.87
VSH,2025-11-11,Bearish,15.33,-3.27,2.19,1.78,81.11
TTWO,2025-11-14,Bearish,241.47,-2.27,1.85,1.54,83.2
DTE,2025-11-05,Bearish,129.8,-6.29,1.21,2.94,242.42
NDAQ,2025-12-09,Bullish,93.57,5.36,2.83,3.89,137.32
XYL,2025-11-25,Bearish,137.10001,-5.14,1.45,1.7,116.93
FANG,2025-11-11,Bullish,156.67999,9.71,1.71,1.43,83.93
HPE,2025-12-11,Bullish,23.87,3.69,29.78,31.58,106.04
RF,2025-12-04,Bullish,27.6,9.8,15.46,9.77,63.16
PPL,2025-11-20,Bearish,33.99,-7.05,6.32,21.88,346.22
DGX,2025-11-11,Bullish,182.56,0.76,1.23,1.29,105.15
WRB,2025-12-05,Bearish,69.33,-6.81,3.16,15.66,496.4
FE,2025-12-12,Bearish,44.26,-2.77,4.87,3.5,71.81
TTWO,2025-11-14,Bearish,241.47,-2.27,1.85,1.54,83.2
BBY,2025-12-05,Bearish,73.46,-4.3,4.14,3.98,96.08
BXP,2025-11-04,Bearish,71.41,-0.95,1.84,1.7,92.56
AEE,2025-12-09,Bearish,97.27,-5.19,1.72,1.43,83.33
PNR,2025-11-14,Bearish,106.010002,-1.78,1.3,1.24,95.16
LW,2025-11-20,Bearish,59.66,-0.01,1.62,1.03,63.31
NI,2025-12-09,Bearish,41.41,-2.77,3.43,2.38,69.52
TXT,2025-11-28,Bullish,87.17,6.87,1.19,0.62,51.85
PNW,2025-11-06,Bearish,87.81,-2.6,1.27,0.97,76.45
Bullish_Tickers,,,,"ELS,USFD,OVV,CLF,TTEK,FHN,OHI,AXTA,JEF,GXO,FNF,FNF,CROX,EXEL,MTDR,AR,PLNT,PB,MTG,KRG,ONB,NVST,IRT,QDEL,SBRA,ASB,NDAQ,FANG,HPE,RF,DGX,TXT",,,
Bearish_Tickers,,,,"WPC,BURL,IBKR,DINO,TXRH,WTRG,DBX,BWXT,BRX,FLR,OGE,HR,VNT,HALO,TEX,KRC,IART,DOC,TGNA,VSH,TTWO,DTE,XYL,PPL,WRB,FE,TTWO,BBY,BXP,AEE,PNR,LW,NI,PNW",,,
Delta_Bullish,,,,"ELS,USFD,OVV,CLF,TTEK,FHN,OHI,AXTA,JEF,GXO,FNF,FNF,CROX,EXEL,MTDR,AR,PLNT,PB,MTG,KRG,ONB,NVST,IRT,QDEL,SBRA,ASB,NDAQ,FANG,HPE,RF,DGX,TXT",,,
Delta_Bearish,,,,"WPC,BURL,IBKR,DINO,TXRH,WTRG,DBX,BWXT,BRX,FLR,OGE,HR,VNT,HALO,TEX,KRC,IART,DOC,TGNA,VSH,TTWO,DTE,XYL,PPL,WRB,FE,TTWO,BBY,BXP,AEE,PNR,LW,NI,PNW",,,
