Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
OC,2025-09-29,Bearish,133.38,-9.12,1.04,1.26,120.91
BURL,2025-09-29,Bearish,259.89999,-3.59,1.02,1.31,128.19
GLPI,2025-09-24,Bearish,45.91,-2.63,2.26,3.5,154.86
USFD,2025-09-22,Bearish,76.07,-2.93,1.87,1.88,100.68
FBIN,2025-09-26,Bearish,51.0099983,-9.79,1.57,0.7,44.42
TTEK,2025-09-22,Bearish,34.25,-5.21,2.28,2.82,123.62
WTRG,2025-09-30,Bullish,40.63,6.13,1.98,1.75,88.47
UNM,2025-09-25,Bullish,78.26,4.99,1.72,0.94,54.64
NNN,2025-09-05,Bullish,42.24,-0.03,1.24,1.79,143.78
KBR,2025-09-16,Bearish,46.83,-5.4,1.06,0.72,67.97
NYT,2025-10-07,Bearish,55.040001,-3.66,1.52,1.19,78.46
RRC,2025-09-30,Bullish,39.36,9.83,3.3,2.98,90.14
STAG,2025-10-07,Bullish,36.4,1.98,1.74,1.18,67.51
NOV,2025-09-04,Bullish,13.69,6.6,3.21,3.05,95.01
EQH,2025-09-30,Bearish,50.97,-3.7,3.08,2.64,85.89
OGE,2025-09-29,Bullish,45.96,2.8,1.13,1.63,144.49
MTDR,2025-09-15,Bearish,44.27,-8.54,1.33,1.73,130.25
PLNT,2025-09-02,Bearish,96.8,-9.07,1.43,1.23,86.14
G,2025-09-10,Bearish,40.7,-8.4,1.77,1.98,112.0
STWD,2025-10-01,Bearish,18.92,-5.63,2.94,3.77,128.13
PR,2025-09-22,Bearish,12.58,-8.02,12.93,11.91,92.11
SON,2025-09-26,Bearish,42.47,-7.73,1.11,1.14,103.37
VVV,2025-10-01,Bearish,34.61,-8.82,1.8,1.99,110.54
SNV,2025-09-30,Bearish,47.68,-5.35,1.64,1.37,83.14
KRG,2025-09-25,Bearish,22.11,-0.88,1.99,2.38,119.72
WLK,2025-09-25,Bearish,80.36,-4.0,1.03,1.06,102.96
MTSI,2025-09-19,Bearish,127.97,-1.58,1.08,5.92,549.52
HOMB,2025-10-01,Bearish,27.9,-3.53,1.11,0.74,66.93
GPS,2025-09-03,Bullish,21.5,0.67,10.17,11.04,108.57
VNO,2025-09-05,Bullish,40.55,6.1,1.82,2.85,156.28
AM,2025-09-08,Bullish,19.13,6.88,2.37,3.36,141.54
MDU,2025-09-26,Bullish,18.21,9.58,2.09,1.68,80.25
AVT,2025-09-25,Bearish,51.34,-3.52,1.18,0.7,59.12
EQH,2025-09-30,Bearish,50.97,-3.7,3.08,2.64,85.89
CNXC,2025-09-30,Bearish,47.76,-9.0,1.06,0.85,79.41
RH,2025-09-30,Bearish,196.44,-9.95,1.37,1.01,73.68
GME,2025-09-16,Bullish,24.35,2.35,10.1,9.83,97.29
QDEL,2025-09-11,Bullish,27.71,0.21,1.12,1.75,155.39
NEOG,2025-08-29,Bullish,5.59,2.62,5.36,2.72,50.71
LEG,2025-09-25,Bearish,8.72,-7.34,1.89,1.88,99.31
SBRA,2025-10-06,Bearish,18.01,-3.25,2.38,4.25,178.46
DOC,2025-09-08,Bullish,19.14,8.05,6.55,8.34,127.23
DLR,2025-09-19,Bullish,175.14,3.19,1.73,3.15,181.67
WMB,2025-09-19,Bullish,63.97,9.54,6.38,14.76,231.43
YUM,2025-09-11,Bullish,146.72,0.33,1.88,2.61,138.92
PRU,2025-09-19,Bearish,103.71,-1.8,1.69,3.06,181.77
CTVA,2025-09-19,Bearish,65.61,-8.94,4.75,12.45,261.98
KR,2025-08-29,Bearish,66.88,-4.7,6.59,5.42,82.24
TT,2025-09-02,Bearish,423.10999,-0.9,1.06,1.3,122.72
ACGL,2025-10-07,Bullish,94.099998,4.07,2.07,2.14,103.62
EXC,2025-10-01,Bullish,46.79,6.46,5.6,7.78,138.91
ECL,2025-09-30,Bullish,278.98999,3.11,1.52,1.59,104.98
CAH,2025-10-02,Bullish,156.64999,2.49,2.43,3.22,132.7
VICI,2025-09-22,Bearish,31.99,-2.5,8.49,9.56,112.51
DRI,2025-09-18,Bearish,191.53999,-7.92,1.22,6.7,549.36
GEN,2025-09-16,Bearish,27.3,-8.33,3.6,3.21,89.18
CF,2025-10-06,Bullish,91.97,4.26,2.79,3.07,109.89
NRG,2025-09-10,Bullish,162.61,8.15,2.1,3.51,166.91
LUV,2025-09-26,Bullish,32.39,0.75,9.37,6.82,72.81
HAS,2025-10-07,Bearish,74.83,-1.63,1.74,1.33,76.23
BXP,2025-08-29,Bullish,73.77,8.18,1.46,1.09,74.4
BEN,2025-09-29,Bearish,23.38,-3.66,3.75,4.41,117.35
NI,2025-09-24,Bullish,43.41,5.61,5.05,6.5,128.7
KIM,2025-10-08,Bearish,21.2,-2.33,3.5,0.0,0.04
REG,2025-10-08,Bearish,70.9,-0.91,1.09,0.0,0.04
MGM,2025-09-23,Bearish,32.51,-9.79,4.57,4.73,103.5
DOC,2025-09-08,Bullish,18.92,6.81,6.55,8.34,127.23
NWS,2025-10-02,Bearish,30.79,-7.86,2.23,1.55,69.78
NWSA,2025-10-07,Bearish,27.28,-7.24,4.82,3.65,75.76
Bullish_Tickers,,,,"WTRG,UNM,NNN,RRC,STAG,NOV,OGE,GPS,VNO,AM,MDU,GME,QDEL,NEOG,DOC,DLR,WMB,YUM,ACGL,EXC,ECL,CAH,CF,NRG,LUV,BXP,NI,DOC",,,
Bearish_Tickers,,,,"OC,BURL,GLPI,USFD,FBIN,TTEK,KBR,NYT,EQH,MTDR,PLNT,G,STWD,PR,SON,VVV,SNV,KRG,WLK,MTSI,HOMB,AVT,EQH,CNXC,RH,LEG,SBRA,PRU,CTVA,KR,TT,VICI,DRI,GEN,HAS,BEN,KIM,REG,MGM,NWS,NWSA",,,
Delta_Bullish,,,,"STAG,GPS,VNO,DLR,WMB,YUM,ACGL,EXC,ECL,CAH",,,
Delta_Bearish,,,,"NYT,WLK,MTSI,HOMB,PRU,CTVA,KR,TT,VICI,HAS,KIM,REG,NWSA",,,
