Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
SMCI,2025-08-25,Bearish,43.95,-6.65,38.31,18.78,49.03
DECK,2025-08-28,Bullish,117.87,8.83,2.5,2.35,94.1
DT,2025-08-06,Bearish,49.080002,-7.15,2.65,8.17,307.94
GLPI,2025-08-27,Bullish,48.41,3.02,1.7,2.27,133.82
USFD,2025-09-11,Bullish,79.87,1.89,1.82,2.0,110.28
CCK,2025-08-27,Bearish,97.59,-3.32,1.05,0.99,94.58
WTRG,2025-08-12,Bullish,38.24,0.85,1.95,1.83,93.76
ONTO,2025-08-21,Bullish,108.25,4.72,1.53,0.62,40.58
MIDD,2025-08-06,Bearish,138.78,-3.64,1.0,4.89,488.19
ARMK,2025-08-20,Bearish,38.87,-4.49,2.54,4.82,189.49
NNN,2025-09-05,Bullish,43.29,2.45,1.24,1.79,143.78
KBR,2025-08-25,Bullish,49.48,0.23,1.56,1.08,69.49
ORI,2025-08-14,Bullish,40.57,9.08,1.47,1.01,68.59
NYT,2025-08-06,Bullish,58.54,8.01,2.19,6.98,319.09
AXTA,2025-08-26,Bullish,31.78,5.01,3.12,1.81,58.1
STAG,2025-08-25,Bullish,36.43,2.82,1.39,0.8,57.42
NOV,2025-09-04,Bullish,13.31,3.64,3.21,3.05,95.01
EQH,2025-08-22,Bullish,53.91,2.31,3.09,2.79,90.26
FNF,2025-08-08,Bullish,60.68,7.13,1.96,1.09,55.59
FNF,2025-08-08,Bullish,60.68,7.13,1.96,1.09,55.59
MTDR,2025-08-29,Bullish,48.59,0.2,1.48,0.88,59.08
GMED,2025-08-26,Bullish,59.62,0.73,1.44,0.89,61.66
PLNT,2025-09-02,Bearish,103.43,-2.84,1.43,1.23,86.14
G,2025-09-10,Bearish,43.33,-2.48,1.77,1.98,112.0
STWD,2025-08-25,Bullish,20.58,3.19,2.85,2.1,73.68
PR,2025-08-27,Bullish,13.95,2.4,10.38,8.7,83.81
MUR,2025-09-02,Bullish,25.83,7.41,2.33,2.8,120.07
CIVI,2025-08-13,Bullish,32.85,7.93,2.22,3.36,151.04
SNV,2025-08-29,Bullish,51.79,3.26,1.81,2.32,128.0
UGI,2025-08-21,Bearish,34.83,-1.72,1.87,2.8,150.06
KRG,2025-09-03,Bullish,22.73,2.09,1.63,2.03,124.31
ONB,2025-08-22,Bullish,22.4,3.96,2.62,3.62,138.17
WLK,2025-08-20,Bullish,89.58,9.24,1.46,1.12,77.02
SLM,2025-08-18,Bearish,29.030001,-9.4,2.31,2.69,116.44
VNO,2025-09-05,Bullish,42.0099983,9.92,1.82,2.85,156.28
AM,2025-09-08,Bullish,18.49,3.31,2.37,3.36,141.54
MDU,2025-08-15,Bearish,16.4,-2.6,1.56,2.01,128.56
POR,2025-08-08,Bullish,42.48,2.62,1.43,0.87,60.48
EQH,2025-08-22,Bullish,53.91,2.31,3.09,2.79,90.26
CUZ,2025-09-03,Bullish,29.61,4.58,1.48,1.76,119.37
QDEL,2025-09-11,Bullish,29.94,8.28,1.12,1.75,155.39
NEOG,2025-08-29,Bullish,5.74,5.37,5.36,2.72,50.71
LEG,2025-08-26,Bullish,9.92,5.87,1.92,2.33,121.37
NYCB,2025-08-12,Bullish,12.61,9.91,7.09,5.29,74.56
DOC,2025-09-08,Bullish,18.14,2.41,6.55,8.34,127.23
VSH,2025-08-12,Bearish,15.5,-1.96,2.11,2.39,113.57
WERN,2025-08-22,Bullish,28.7,2.46,1.01,0.9,89.38
ALGM,2025-09-05,Bearish,29.97,-4.01,1.39,1.41,101.99
MPW,2025-09-09,Bullish,4.61,5.24,8.02,6.84,85.26
HTZ,2025-08-07,Bearish,6.21,-6.51,6.77,15.25,225.15
PPC,2025-08-26,Bearish,44.060001,-6.96,1.36,1.05,77.2
ABT,2025-08-25,Bullish,132.64999,1.4,5.52,4.71,85.28
DHR,2025-09-11,Bearish,195.16,-2.93,3.21,3.43,106.72
TXN,2025-09-09,Bearish,184.35001,-5.52,6.31,6.14,97.22
VZ,2025-08-13,Bullish,44.14,3.1,18.83,14.33,76.09
AMGN,2025-08-28,Bearish,282.73001,-3.19,2.09,1.89,90.08
NEE,2025-09-09,Bearish,71.32,-1.65,10.36,7.29,70.44
IBM,2025-08-04,Bearish,257.01001,-4.82,5.56,5.28,95.02
HON,2025-08-08,Bearish,215.31,-4.32,3.83,3.06,79.93
QCOM,2025-08-18,Bullish,161.50999,4.89,8.61,4.77,55.46
AMAT,2025-08-20,Bearish,170.14999,-4.61,8.09,9.32,115.21
PLD,2025-08-22,Bullish,114.82,6.7,3.27,3.55,108.66
LMT,2025-09-09,Bullish,470.73001,4.62,1.44,1.01,69.79
SYK,2025-08-22,Bullish,388.79001,0.82,1.35,0.9,66.6
DE,2025-08-18,Bearish,476.45999,-5.5,1.41,1.39,98.47
AMT,2025-08-06,Bearish,196.55,-9.7,2.09,1.63,78.26
BDX,2025-08-11,Bullish,190.56,5.15,3.16,2.77,87.63
SO,2025-09-10,Bearish,92.13,-0.57,3.91,4.31,110.2
SHW,2025-08-12,Bullish,368.67999,6.42,2.11,2.57,121.77
CME,2025-08-26,Bearish,261.82,-4.8,1.94,3.3,169.79
EOG,2025-08-22,Bullish,120.51,1.57,2.82,2.25,79.66
CSX,2025-09-08,Bearish,32.76,-2.69,24.52,16.03,65.35
WM,2025-08-18,Bearish,219.765,-4.39,1.84,3.44,187.17
SLB,2025-08-29,Bullish,36.25,4.56,11.99,11.89,99.15
FDX,2025-09-04,Bearish,228.2,-0.26,1.65,1.77,107.57
AON,2025-08-11,Bullish,370.45,2.81,1.44,1.27,88.55
MAR,2025-09-11,Bullish,267.19,0.27,1.16,1.13,96.98
TRV,2025-08-11,Bullish,277.885,5.9,1.32,0.94,71.13
MNST,2025-08-11,Bullish,63.93,5.11,6.63,8.59,129.66
KHC,2025-09-03,Bearish,26.31,-4.27,13.34,19.08,143.03
ALL,2025-08-06,Bullish,201.14,1.36,1.72,1.42,82.73
AFL,2025-08-19,Bullish,108.575,5.13,2.48,2.28,91.58
KMI,2025-08-06,Bearish,27.56,-0.68,17.76,38.85,218.75
